"","Title","freq"
"1899","후회 王 (Vocal: 김연우)%by%윤종신",19
"1900","...사랑하나요!?%by%이승환",18
"1901","1,2,3 & Love%by%더 레이(The Ray)",18
"1902","Because Of You%by%브라운 아이드 소울(Brown Eyed Soul)",18
"1903","Capuccino%by%장세용",18
"1904","Click Me (feat. Dok2)%by%Zion.T",18
"1905","Endless%by%고유진(플라워)",18
"1906","Gone%by%브라운 아이드 소울(Brown Eyed Soul)",18
"1907","I Wish...%by%메이비(MayBee)",18
"1908","Inebriated Love (feat. Ritha K) (Bonus Track From Jazz Set)%by%디제이 아키(DJ AKI)",18
"1909","Jump%by%김동률",18
"1910","Last Christmas (DJ처리 Remix) (With 허니패밀리)%by%김조한",18
"1911","Love Vibration%by%더 콰이엇(The Quiett)",18
"1912","Love%by%S.E.S.",18
"1913","Merry Love%by%성제 [초신성]",18
"1914","Midnight (별 헤는 밤)%by%비스트(Beast)",18
"1915","Never Leave You%by%포맨",18
"1916","Part 2 (Acoustic ver.)%by%넬(Nell)",18
"1917","Say Goodbye (duet with 김조한)%by%페이지(Page)",18
"1918","The Boy From Wonderland%by%두번째 달",18
"1919","Timeless (feat. Xiah)%by%장리인",18
"1920","Toast (With 허밍어반스테레오)%by%제이(J.ae)",18
"1921","We Call It Love%by%여울 [인디]",18
"1922","You%by%푸딩(Pudding)",18
"1923","가장 따뜻한 위로%by%소란(Soran)",18
"1924","겨울이야기%by%박시후 ",18
"1925","고백%by%어쿠스틱 콜라보(Acoustic Collabo)",18
"1926","고백%by%지아(Zia)",18
"1927","공항 가는 길%by%마이 앤트 메리(My Aunt Mary)",18
"1928","관찰%by%지오디(god)",18
"1929","그대 있음에 (feat. MC 몽)%by%이채(Ich'e)",18
"1930","그대가 좋아 (feat. 크리스피 크런치)%by%동경소녀",18
"1931","근황%by%가을방학",18
"1932","까망비%by%달콤한 소금",18
"1933","나 그대에게 모두 드리리 (feat. 정인)%by%리쌍(Leessang)",18
"1934","날씨 맑음%by%미스티 블루(Misty Blue)",18
"1935","내게로%by%장혜진",18
"1936","내겐 너무 멋진 그대%by%씨야(SeeYa)",18
"1937","너는 내 마음 속에 남아%by%루시드 폴(Lucid Fall)",18
"1938","너를 읽어보다%by%2AM",18
"1939","놀러와 (싱글즈)%by%러브홀릭(Loveholic)",18
"1940","동네 한 바퀴%by%윤종신",18
"1941","라떼처럼%by%윤건",18
"1942","마녀! 여행을 떠나다%by%코나(Kona)",18
"1943","마지막 약속%by%포지션(Position)",18
"1944","모두 어디로 간걸까? (feat. 이적)%by%토이(Toy)",18
"1945","민물 장어의 꿈%by%신해철",18
"1946","바람이 부네요%by%어쿠스틱 콜라보(Acoustic Collabo)",18
"1947","별사탕 (feat. Bumkey)%by%이루펀트(Eluphant)",18
"1948","봄 날, 버스 안에서 (feat. 유정균 Of Serengeti)%by%곰PD",18
"1949","봄 여름 여름 여름%by%용감한 녀석들",18
"1950","비가와%by%최정철",18
"1951","사랑이 올까요%by%박정현",18
"1952","상상%by%송 오브 루나(Song Of Luna)",18
"1953","서랍을 열다%by%에피톤 프로젝트(Epitone Project)",18
"1954","서커스 (feat. 임유경 - 달래 음악단, $howgun)%by%MC 몽",18
"1955","설레인다%by%싸이(Psy)",18
"1956","세상의 모든 인연 (duet with 박원 Of 원모어찬스)%by%박새별",18
"1957","세월이 가면 %by%윈터플레이(Winterplay)",18
"1958","소주한잔%by%임창정",18
"1959","송인(送人)%by%쿨(COOL)",18
"1960","시청앞 지하철 역에서%by%스프링롤(Springloll)",18
"1961","썸머 징글벨%by%박진영",18
"1962","아무것도 아닌 듯%by%백지영",18
"1963","어디쯤 있나요%by%알레그로(Allegrow)",18
"1964","어때 (feat. 하림)%by%긱스(Geeks)",18
"1965","여름 이야기%by%무한궤도",18
"1966","여행%by%김동률",18
"1967","여행%by%올라이즈 밴드(All Lies Band)",18
"1968","영원속에%by%윤상",18
"1969","오빠가%by%비스윗(Besweet)",18
"1970","오후의 행진곡 (Vocal By Westwind)%by%페퍼톤스(Peppertones)",18
"1971","우린 친구가 될 수 없어 %by%리사(Lisa)",18
"1972","이 노래%by%브라운 아이즈(Brown Eyes)",18
"1973","이젠 그랬으면 좋겠네 (조용필)%by%박정현",18
"1974","인형의꿈 (Bonus Track)%by%러브홀릭(Loveholic)",18
"1975","일기%by%몽니(Monni)",18
"1976","입맛이 없어요%by%스웨덴세탁소",18
"1977","잊었니%by%하나(Hana) [타이푼]",18
"1978","잔소리%by%더 넛츠(The Nuts)",18
"1979","죄인%by%이은미",18
"1980","준비 없는 이별%by%녹색지대",18
"1981","카푸치노%by%커피소년",18
"1982","통화연결음%by%린(LYn)",18
"1983","편한 사람이 생겼어 (duet with 브랜뉴데이 채린)%by%일락(一樂)",18
"1984","평생%by%유엔(UN)",18
"1985","피너츠 송%by%상상밴드",18
"1986","12월(月)%by%엠씨 더 맥스(M.C the Max)",17
"1987","All About You%by%316",17
"1988","All The Ways To Find Nothing%by%아톰북(Atombook)",17
"1989","Cha Cha (영화 '헬로우 마이 러브' 뮤직비디오)%by%윈터플레이(Winterplay)",17
"1990","Christmas Train%by%라이너스의 담요(Linus' Blanket)",17
"1991","D.I.S.C.O (feat. TOP)%by%엄정화",17
"1992","Falling In Love%by%제이레빗(J Rabbit)",17
"1993","From Paris To Amsterdam%by%윤한(Yoonhan)",17
"1994","Holiday (홀리데이)%by%씨스타(Sistar)",17
"1995","I Cry When You Cry%by%라디(Ra.D)",17
"1996","I Need You (Duet with 허각)%by%지아(Zia)",17
"1997","Kiss Me%by%Olivia(올리비아) [보사노바]",17
"1998","Let There Be Love ('경남 아너스빌' 광고 - 배용준 주연)%by%Westlife(웨스트라이프)",17
"1999","LOVE JAM with Bebop%by%허밍 어반 스테레오(Humming Urban Stereo)",17
"2000","Love Song%by%장윤주",17
"2001","Mint Morning%by%Ed.C",17
"2002","Mojito (feat. 하늘)%by%하우스 룰즈(House Rulez)",17
"2003","Rain Drop (With G.고릴라)%by%휘성",17
"2004","Rainy Christmas%by%김건모",17
"2005","Someday%by%트랙 마켓(Track Market)",17
"2006","Stay Cool (feat. Zion T)%by%Simon Dominic(사이먼 도미닉)",17
"2007","Too Shy To Say%by%여진(Yeo Jin)",17
"2008","Undo%by%캐스커(Casker)",17
"2009","WHAT SHOULD I DO (feat. 짙은)%by%Lucia(심규선)",17
"2010","Yesterday%by%웅산",17
"2011","가슴에 살아 (feat. 나르샤 Of Brown Eyed Girls)%by%언터쳐블",17
"2012","가을이 오네요%by%김지수",17
"2013","가을이 오면 (New ver. : 추억)%by%서영은",17
"2014","같은 생각%by%신혜성",17
"2015","거리에서%by%김광석",17
"2016","거짓말처럼%by%김현정",17
"2017","겨울 나무%by%SG워너비",17
"2018","겨울 이야기%by%가희",17
"2019","겨울의 끝%by%수상한 커튼",17
"2020","고등어%by%루시드 폴(Lucid Fall)",17
"2021","그대 나의 강 흐르네%by%나루(Naru) [솔루션스]",17
"2022","그대%by%브라운 아이드 소울(Brown Eyed Soul)",17
"2023","그대라서%by%어쿠스틱 콜라보(Acoustic Collabo)",17
"2024","그댈 알고 싶어요%by%인광",17
"2025","그랬나봐 (Piano ver.)%by%김형중",17
"2026","그럴 때마다 (inst.)%by%유희열",17
"2027","나 이런사람이야%by%DJ DOC",17
"2028","나는 사랑이 뭔지 모르나봐요%by%김연우",17
"2029","난치병(難治病)%by%하림",17
"2030","날아라 병아리%by%넥스트(N.EX.T)",17
"2031","내 남자친구를 부탁해%by%윤하(Younha/ユンナ)",17
"2032","내 마음에 비친 내 모습%by%김건모",17
"2033","내 맘이 안 그래%by%이승환",17
"2034","내가 없어도%by%린애",17
"2035","너를 원해 (feat. Beenzino)%by%정기고(Junggigo)",17
"2036","너를 처음 본 순간%by%러브앤팝(Love & Pop)",17
"2037","너에게 난 나에게 넌 (영화 '클래식' 삽입곡)%by%자전거 탄 풍경",17
"2038","너에게 약속하는 7가지%by%테이(Tei)",17
"2039","너에게%by%서태지와 아이들",17
"2040","누구라도 그러하듯이%by%이수영",17
"2041","눈물나%by%정엽",17
"2042","다른 누구도 아닌 너에게%by%장재인",17
"2043","다섯시 반%by%브로콜리너마저",17
"2044","다시 겨울%by%스윗소로우(SWEET SORROW)",17
"2045","닭살 커플 (duet with Esna)%by%팀(Tim)",17
"2046","당부%by%루그(Lug)",17
"2047","더 오래된 노래%by%장윤주",17
"2048","매일매일%by%브이오에스(V.O.S.)",17
"2049","멈칫하던 순간%by%나윤권",17
"2050","몰라%by%소란(Soran)",17
"2051","미련%by%김건모",17
"2052","바람이 불어오는 곳%by%알리(Ali)",17
"2053","바람이 좋은 날%by%나윤권",17
"2054","본 적 있나요...? (Have You Seen?)%by%라즈베리필드",17
"2055","봄이 오면%by%바람에 오르다",17
"2056","불꽃 (feat. 개리)%by%장혜진",17
"2057","비오는 날 (Piano ver.)%by%줄라이(July) [뉴에이지]",17
"2058","비와 당신의 이야기%by%부활",17
"2059","비의 랩소디 (Live)%by%최재훈",17
"2060","사랑 (I Wanna Fall In Love With You)%by%브라운 아이즈(Brown Eyes)",17
"2061","사랑, 그 쓸쓸함에 대하여%by%김건모",17
"2062","사랑...후에 (duet with 린)%by%신혜성",17
"2063","사랑을 느낄때... (feat. Koffee)%by%버벌진트(Verbal Jint)",17
"2064","사랑이 늦어서 미안해%by%김조한",17
"2065","사랑한다 사랑해%by%컬투(Cultwo)",17
"2066","사랑해 U%by%서인국",17
"2067","산책%by%온유(On.U) [발라드]",17
"2068","서쪽 하늘에%by%두번째 달",17
"2069","세상이 그대를 속일지라도%by%김건모",17
"2070","소녀%by%이문세",17
"2071","소년, 소녀 (With 토마스쿡)%by%정은채 [배우]",17
"2072","손대지마%by%에일리(Ailee)",17
"2073","순간%by%코쿤벨즈(Cocoon Bells)",17
"2074","시에스타%by%포츈 쿠키(Fortune Cookie)",17
"2075","썸데이 (원곡가수 김동희)%by%더 원(The One)",17
"2076","아무말도, 아무것도...%by%박정현",17
"2077","아이스크림가게, 팬시보이%by%타루(Taru)",17
"2078","아프고 아파도%by%솔플라워(Sol' Flower)",17
"2079","아프고 아픈 이름...%by%앤(Ann)",17
"2080","안녕%by%신해철",17
"2081","앵콜요청금지%by%브로콜리너마저",17
"2082","어느 60대 노부부 이야기%by%김광석",17
"2083","어쩌다가 (Acoustic ver.)%by%란(Ran)",17
"2084","여름이야기%by%이지엠(EZ'M)",17
"2085","오늘같은 밤이면%by%먼데이 키즈(Monday Kiz)",17
"2086","오늘만 놀아요%by%네이브로(NeighBro.)",17
"2087","우리가 이별할 때 (duet with 백지영)%by%소울스타(Soulstar)",17
"2088","웃기고 있어%by%정엽",17
"2089","음악이 들려오네%by%보싸다방(Bossa Dabang)",17
"2090","이 정도%by%양양(YangYang)",17
"2091","이별은 멀었죠%by%한경일",17
"2092","이별이 오지 못하게%by%페이지(Page)",17
"2093","이상하다%by%박효신",17
"2094","익숙한 새벽 3시%by%오지은",17
"2095","일산호수공원 (duet with 이루마)%by%더필름(The Film)",17
"2096","일탈%by%자우림(Jaurim)",17
"2097","잠 못 드는 밤 비는 내리고%by%김건모",17
"2098","정원 (New)%by%달에닿아",17
"2099","차라의 숲%by%러브홀릭(Loveholic)",17
"2100","처음 그 느낌처럼%by%솔지 [EXID]",17
"2101","천생연분%by%캐스커(Casker)",17
"2102","첫눈에 한눈에 (feat. Verbal Jint)%by%지나(G.NA)",17
"2103","첫사랑 자전거%by%아침(Achime)",17
"2104","출발 (feat. 하림)%by%김동률",17
"2105","춥다 (feat. 이하이)%by%에픽 하이(Epik High)",17
"2106","키 작은 꼬마 이야기%by%하하",17
"2107","편지할께요%by%카라(Kara)",17
"2108","포근해%by%성진환 [스윗소로우]",17
"2109","하늘에서 남자들이 비처럼 내려와%by%버블 시스터즈(Bubble Sisters)",17
"2110","한 사람을 사랑했네%by%한경일",17
"2111","한 여름밤의 꿈%by%나얼(Na-Ul)",17
"2112","할머니%by%브로콜리너마저",17
"2113","형(兄)%by%노라조",17
"2114","화려하지 않은 고백%by%이승환",17
"2115","화분 (Bonus Track)%by%알렉스(Alex) [클래지콰이]",17
"2116","희나리%by%구창모 ",17
"2117","희망고문%by%에피톤 프로젝트(Epitone Project)",17
"2118","247 (feat. 아이유)%by%세 개의 시선",16
"2119","2년만에%by%김동률",16
"2120","All Of You%by%주영(JooYoung)",16
"2121","Amen%by%이소라",16
"2122","April Funk (June Mix) (Vocal By Deb)%by%페퍼톤스(Peppertones)",16
"2123","Beautiful People%by%쿨(COOL)",16
"2124","Breeze%by%어반 자카파(Urban Zakapa)",16
"2125","Coffee (feat. 성아)%by%에픽 하이(Epik High)",16
"2126","Coffee Is... (드라마 '커피프린스 1호점' 삽입곡)%by%클라우드 쿠쿠랜드(Cloud Cuckoo Land)",16
"2127","Corcovado%by%나희경 [Jazz]",16
"2128","Crispy Paradise ('우리 결혼했어요' 삽입곡)%by%크리스피 로즈(Crispy Rhodes)",16
"2129","Don't Be Afraid (feat. 하림)%by%제이독(J-DOGG)",16
"2130","Dressing Room (Acoustic) (Re: ver.)%by%Glen Check(글렌체크)",16
"2131","Forever%by%안재욱",16
"2132","Good-Bye (드라마 '커피프린스 1호점' 삽입곡)%by%더 멜로디(The Melody)",16
"2133","Happy Christmas%by%이소라",16
"2134","Have Yourself A Merry Little Christmas%by%Naomi & Goro(나오미 앤 고로)",16
"2135","Honey (허니)%by%카라(Kara)",16
"2136","I Hate You (Vocal By 유효림)%by%공일오비(015B)",16
"2137","Kiss%by%레인보우(Rainbow)",16
"2138","Last Tango%by%클래지콰이(Clazziquai)",16
"2139","Let Me Say Goodbye%by%바비 킴(Bobby Kim)",16
"2140","Lollipop %by%BIGBANG",16
"2141","Love (feat. 도연)%by%강우진",16
"2142","melody%by%허민",16
"2143","My Prayer (기도)%by%보아(BoA)",16
"2144","One Love (봄의 왈츠)%by%러브홀릭(Loveholic)",16
"2145","Peace!%by%재주소년",16
"2146","Rain%by%화접몽 밴드",16
"2147","Rainy Day (With 서영은)%by%노블레스(Noblesse)",16
"2148","Sad Waltz%by%해브어티(Have A Tea)",16
"2149","Sunshine%by%클래지콰이(Clazziquai)",16
"2150","Thank U For%by%XIA(준수)",16
"2151","Thank You %by%성시경",16
"2152","Vessel%by%레비 파티(LEVIPARTY)",16
"2153","가위%by%유승준",16
"2154","가장 듣고 싶은 말%by%이아립",16
"2155","거울%by%국카스텐(Guckkasten)",16
"2156","거울아 거울아%by%포미닛(4minute)",16
"2157","걱정이죠%by%쿨(COOL)",16
"2158","겨울바다%by%푸른 하늘",16
"2159","고백%by%장나라",16
"2160","그냥 니 생각이 나%by%정기고(Junggigo)",16
"2161","그녀는 예뻤다%by%박진영",16
"2162","그대 내게 (duet with 이소라)%by%조규찬",16
"2163","그대가 나에게%by%포지션(Position)",16
"2164","그대를 사랑하는%by%원 모어 찬스(one more chance)",16
"2165","그대만 있다면%by%일기예보",16
"2166","그대에게%by%강아솔",16
"2167","그들이 사랑하기까지%by%이승환",16
"2168","그리 쉽게 이별을 말하지 말아요%by%슈퍼키드(SuperKidd)",16
"2169","긴 여행의 시작%by%에피톤 프로젝트(Epitone Project)",16
"2170","나랑 같이 해줄래%by%스윗소로우(SWEET SORROW)",16
"2171","내가 더 사랑하니까%by%차호석",16
"2172","너는 왜%by%철이와 미애",16
"2173","너의 뒤에서%by%성시경",16
"2174","너의 뒤에서%by%팀(Tim)",16
"2175","널 사랑하겠어%by%서영은",16
"2176","다시 만나 줘%by%업타운(UPT)",16
"2177","다음 사람에게는%by%먼데이 키즈(Monday Kiz)",16
"2178","다짐 (feat. 황종률)%by%보싸다방(Bossa Dabang)",16
"2179","두근두근 뛰는 가슴 사랑이 온건지 (feat. Soulman)%by%소설",16
"2180","떠나지마...%by%t윤미래",16
"2181","마지막 내게%by%윤상",16
"2182","말해요%by%별",16
"2183","매력있어%by%악동뮤지션(AKMU)",16
"2184","무정(無情) (feat. Steve Chae)%by%채정안",16
"2185","미안해, 사랑해서...%by%이영현",16
"2186","반쪽%by%브이오에스(V.O.S.)",16
"2187","벽지무늬%by%아이유(IU)",16
"2188","보이지 않는 사랑%by%신승훈",16
"2189","부디%by%Lucia(심규선)",16
"2190","빙고%by%코요태",16
"2191","빨간 운동화%by%박혜경",16
"2192","뽀롱뽀롱뽀로로 오프닝 (TV만화 '뽀롱뽀롱뽀로로' 주제가)%by%Unknown",16
"2193","사랑, 참...%by%홍경민",16
"2194","사랑은 아프려고 하는거죠%by%엠씨 더 맥스(M.C the Max)",16
"2195","소유하지 않은 사랑%by%K2(김성면)",16
"2196","소중한 너 (feat. As one)%by%조규찬",16
"2197","솜사탕 손에 핀 아이%by%한희정",16
"2198","술 한잔하면 (Your Wedding)%by%허각",16
"2199","시작은 왈츠로%by%스웨터(Sweater)",16
"2200","아주 오래된 연인들%by%공일오비(015B)",16
"2201","안녕! 하루%by%앨리스 인 네버랜드(Alice In Neverland)",16
"2202","안되나요%by%휘성",16
"2203","애수(哀愁)%by%지오디(god)",16
"2204","어머니의 된장국 (feat. Ra.D)%by%다이나믹 듀오(Dynamic Duo)",16
"2205","열대야 (feat. 영준 Of Brown Eyed Soul)%by%포이트리(Poetree)",16
"2206","염장송 (With 정민경)%by%한민규",16
"2207","오늘 (Vocal 차세정)%by%에피톤 프로젝트(Epitone Project)",16
"2208","완벽한 봄날 (feat. 소심한 오빠들)%by%동경소녀",16
"2209","우울한 너에게%by%메이트(Mate)",16
"2210","웃는거야%by%서영은",16
"2211","으샤! 으샤!%by%신화",16
"2212","이제 그만%by%이소라",16
"2213","이태원 프리덤 (With JYP)%by%유브이(UV)",16
"2214","익숙한 그 집 앞%by%유희열",16
"2215","잘 된 일이야%by%나비(Navi)",16
"2216","좋아합니다%by%디에스 커넥션(DS_Connexion)",16
"2217","준비된 사랑 (그래도 된다면...)%by%신효범",16
"2218","착한 사랑%by%김민종",16
"2219","처음 만든 사랑 노래%by%시와(Siwa)",16
"2220","천국의 문 (Heaven’s Door)%by%에릭남",16
"2221","춘천 가는 기차%by%김현철",16
"2222","커피주세요%by%에이프릴(April)",16
"2223","크리스마스 선물%by%김동률",16
"2224","팅커벨%by%재주소년",16
"2225","편지%by%김우주",16
"2226","평행세계 (feat. B-Soap & Kjun)%by%Kricc(크릭)",16
"2227","프렐류드의 삼바 (feat. 이상순)%by%나희경 [Jazz]",16
"2228","핑크빛 로맨스 (Pink Romance)%by%케이윌(K.Will)",16
"2229","하루%by%박혜경",16
"2230","행복%by%H.O.T.",16
"2231","혼자 맞는 겨울%by%이수영",16
"2232","혼자한 사랑%by%김현정",16
"2233","휠릴리%by%이수영",16
"2234","100% 로맨틱 ('우리 결혼했어요' 삽입곡)%by%민설",15
"2235","2시의 데이트%by%가인 [브라운아이드걸스]",15
"2236","4월 아침%by%벨 에포크(Belle Epoque)",15
"2237","Bing Bing%by%크레용팝(Crayon Pop)",15
"2238","Caramel espreSSo%by%Caramel espreSSo(카라멜 에스프레소)",15
"2239","Crescendo (크레셴도)%by%악동뮤지션(AKMU)",15
"2240","Everyday Birthday%by%성시경",15
"2241","Give Love%by%악동뮤지션(AKMU)",15
"2242","Goodbye%by%노리플라이(no reply)",15
"2243","Hello (feat. 다라)%by%G-DRAGON",15
"2244","Hot Baby%by%베스티(BESTie)",15
"2245","How Deep Is Your Love%by%지누션(Jinusean)",15
"2246","I Don't Know%by%써드코스트(3rd Coast)",15
"2247","I Need Your Love%by%이지형",15
"2248","J'S Bar 에서%by%전람회",15
"2249","LaLaLa%by%윤하(Younha/ユンナ)",15
"2250","Lately%by%성시경",15
"2251","Long-D%by%야광토끼(Neon Bunny)",15
"2252","Love Love Love%by%로이킴",15
"2253","Man In Love (남자가 사랑할 때)%by%인피니트(Infinite)",15
"2254","Memories%by%사준",15
"2255","Miss Flower%by%스탠딩 에그(Standing Egg)",15
"2256","Monologue%by%버즈(Buzz)",15
"2257","My Love%by%머쉬멜로우",15
"2258","Oh, My Love%by%S.E.S.",15
"2259","Promise%by%라-듀오(La-Duo)",15
"2260","Round & Round%by%브라운 아이드 소울(Brown Eyed Soul)",15
"2261","Sevilla (세비야)%by%이한철",15
"2262","Shooting Star (feat. Yozoh)%by%킹스턴 루디스카(Kingston Rudieska)",15
"2263","Smile Boy%by%이승기",15
"2264","Songs Of Colored Love %by%윈터플레이(Winterplay)",15
"2265","Sunday%by%재주소년",15
"2266","Sweet Love (feat. 라임버스)%by%별",15
"2267","Thank You%by%페퍼톤스(Peppertones)",15
"2268","That's Nothing%by%커피소년",15
"2269","The Days Of Wine And Roses%by%웅산",15
"2270","Tonight%by%권순관",15
"2271","TTL (Time To Love)%by%티아라(T-ara)",15
"2272","Unspoken Love%by%Kricc(크릭)",15
"2273","UP (feat. 박봄 Of 2NE1)%by%에픽 하이(Epik High)",15
"2274","Voice (feat. Swings)%by%김예림 [투개월]",15
"2275","We're In Love%by%제이레빗(J Rabbit)",15
"2276","Winter Memory (feat. Annie)%by%하우스 룰즈(House Rulez)",15
"2277","You're My%by%태양",15
"2278","You & Me%by%나얼(Na-Ul)",15
"2279","Your Love (feat. 알렉산더 Of 유키스)%by%혜지",15
"2280","가끔%by%크러쉬(Crush)",15
"2281","가만히 눈을 감고 (New ver.)%by%정재욱",15
"2282","가을밤%by%버스커 버스커(Busker Busker)",15
"2283","거북이라도 (Solo 김영우)%by%스윗소로우(SWEET SORROW)",15
"2284","걷다%by%윤건",15
"2285","겨울은 가고%by%롤러코스터(Rollercoaster)",15
"2286","고작%by%SG워너비",15
"2287","골목바람%by%생각의 여름",15
"2288","그 곳%by%장재인",15
"2289","그 해 여름%by%강타",15
"2290","그 후로 오랫동안%by%신승훈",15
"2291","그게 사랑%by%달콤한 소금",15
"2292","그녀의 연인에게%by%K2(김성면)",15
"2293","그대 눈물까지도%by%투투(Two Two)",15
"2294","그대에게 하는 말%by%스윗소로우(SWEET SORROW)",15
"2295","그리움만 쌓이네%by%조규찬",15
"2296","기억만이라도 (Bonus Track - 영화 Tube OST)%by%앤(Ann)",15
"2297","기억을 나눔%by%성시경",15
"2298","끝의 시작%by%이문세",15
"2299","나 돌아가%by%박진영",15
"2300","나 어때%by%걸스데이(Girl's Day)",15
"2301","낙원%by%싸이(Psy)",15
"2302","남자도 우나요%by%다비치",15
"2303","내 친구야 (Believe In Vision)%by%소울맨(Soulman)",15
"2304","내가 웃고 있어요 (가인)%by%브라운 아이드 걸스",15
"2305","내일이 찾아오면%by%박정운",15
"2306","내일할일 (feat. 성시경)%by%윤종신",15
"2307","너를 사랑하고도%by%서영은",15
"2308","너뿐이라고%by%레인보우(Rainbow)",15
"2309","너에게 반한 날%by%소규모 아카시아 밴드",15
"2310","눈물만 눈물만%by%왁스(Wax)",15
"2311","눈을 감아도%by%김보경",15
"2312","늘 지금처럼 (Come On Baby Tonight)%by%이예린",15
"2313","니 생각 (feat. 김그림, 신치림)%by%윤종신",15
"2314","니가 좀 짱인듯 (Re-Record)%by%하리(Hari)",15
"2315","다 알아요%by%양파",15
"2316","당신만이%by%곽진언",15
"2317","대박사건 (Crash)%by%B.A.P",15
"2318","덩그러니%by%이수영",15
"2319","데이트 해줘요%by%린(LYn)",15
"2320","독기%by%리쌍(Leessang)",15
"2321","두 바퀴로 가는 자동차%by%김광석",15
"2322","두 잔의 커피가 미치는 영향%by%좋아서 하는 밴드",15
"2323","들리나요%by%태연 (Taeyeon)",15
"2324","따끔%by%거미",15
"2325","따뜻했던 커피조차도%by%이지형",15
"2326","떠나간다%by%하와이",15
"2327","떨림%by%아이 투 아이(Eye To Eye)",15
"2328","라면인건가%by%악동뮤지션(AKMU)",15
"2329","마침내 우리 (duet with Brown Eyed Soul 안정엽)%by%옥주현",15
"2330","미뉴에트%by%에피톤 프로젝트(Epitone Project)",15
"2331","미소를 띄우며 나를 보낸 그 모습처럼%by%이은하",15
"2332","미아%by%아이유(IU)",15
"2333","미안해서 미안해 (feat. G.NA)%by%김진표(JP)",15
"2334","바람을 타고 온 편지%by%앨리스 인 네버랜드(Alice In Neverland)",15
"2335","반딧불%by%자우림(Jaurim)",15
"2336","봄%by%이소라",15
"2337","봄비 아니면 여름비%by%아키버드(Aquibird)",15
"2338","사고쳤어요%by%다비치",15
"2339","사랑밖엔 난 몰라%by%써니힐(Sunny Hill)",15
"2340","사랑하는 일%by%성시경",15
"2341","사랑해 (Piano ver.)%by%김우주",15
"2342","사랑해 U (Lovely ver.)%by%서인국",15
"2343","사랑했던 기억으로%by%아침(Achim) [듀오]",15
"2344","산책%by%소히(Sorri)",15
"2345","살콤한 상상%by%성시경",15
"2346","새벽%by%유희열",15
"2347","선인장 (Duet)%by%우현 [인피니트]",15
"2348","소녀를 만나다 (With O'z)%by%조규찬",15
"2349","소요유(逍遙遊)%by%클릭비(Click-B)",15
"2350","수필과 자동차%by%공일오비(015B)",15
"2351","숙녀가 못 돼 (Damaged Lady)%by%카라(Kara)",15
"2352","슈퍼맨%by%노라조",15
"2353","싸구려 커피%by%장기하와 얼굴들",15
"2354","아름다운 날 (feat. Movie Regrets)%by%블루앤블루(Blue & Blue)",15
"2355","아마도 그건%by%최용준",15
"2356","아무말 말아요 (feat. 전제덕)%by%웅산",15
"2357","아오테아로아 (Song By 스윗소로우 & 김형준(SS501) & 정지영)%by%이한철",15
"2358","아이스크림%by%주(Joo)",15
"2359","애벌레%by%정동하",15
"2360","야야야%by%베이비복스(Baby V.O.X)",15
"2361","어디라도 (Ra.D Mix ver.)%by%이승기",15
"2362","어머님께%by%지오디(god)",15
"2363","어색한 로맨스 (feat. 전제덕)%by%어반 자카파(Urban Zakapa)",15
"2364","어이 (Uh-ee)%by%크레용팝(Crayon Pop)",15
"2365","어쩌다가%by%란(Ran)",15
"2366","여기보다 어딘가에%by%하림",15
"2367","연애%by%김현철",15
"2368","연애소설%by%가비엔제이(Gavy N.J.)",15
"2369","영원한 여름%by%몽니(Monni)",15
"2370","옛 친구에게%by%박효신",15
"2371","옛날 여자%by%간미연",15
"2372","오! 허니%by%시크릿(Secret)",15
"2373","오늘 같은 밤이면 (그리움)%by%박정운",15
"2374","오늘까지만%by%김조한",15
"2375","우리 둘%by%카라(Kara)",15
"2376","우리 처음 만난 날%by%김연우",15
"2377","이별을 걸으며%by%헤르쯔 아날로그(Herz Analog)",15
"2378","이별의 맛%by%김범수",15
"2379","이별후애 (feat. 주보라)%by%원써겐(1sagain)",15
"2380","이사(移徙)%by%윤상",15
"2381","이웃에 방해가 되지 않는 선에서%by%브로콜리너마저",15
"2382","일상으로의 초대%by%신해철",15
"2383","잊혀진 계절%by%동방신기(TVXQ!)",15
"2384","잘자요 굿나잇%by%비원에이포(B1A4)",15
"2385","좋아해%by%하이투힘(Hi to him)",15
"2386","주문을 걸어%by%박혜경",15
"2387","죽고 싶단 말 밖에%by%허각",15
"2388","창밖을 보라%by%유아시대",15
"2389","처음처럼%by%성시경",15
"2390","청춘%by%뜨거운 감자(Hot Potato)",15
"2391","쿨하게 헤어지는 방법 (feat. 잔디)%by%김진표(JP)",15
"2392","크리스마스엔 (feat. 하은)%by%커피소년",15
"2393","한번만 안아줘%by%걸스데이(Girl's Day)",15
"2394","해바라기 (그녀에게..)%by%박상민",15
"2395","헤어진 다음날%by%이현우",15
"2396","혜화동%by%동물원",15
"2397","혼자 있는 시간%by%토이(Toy)",15
"2398","화이트%by%모카(Mocca)",15
"2399","흔적%by%몽니(Monni)",15
"2400","100% 로맨틱%by%민설",14
"2401","10월 October-늘 그렇듯%by%엄정화",14
"2402","12시 30분%by%비스트(Beast)",14
"2403","1st Love%by%바이브(Vibe)",14
"2404","2006 회상 (feat. 에픽하이)%by%김종국",14
"2405","29, 어느날%by%양빛나라",14
"2406","3-Out%by%써니힐(Sunny Hill)",14
